mp_price
2.7006
2.7002
1.8667
2.8
3.2666
3.2
3.2
3.2001
3.3489
2.625
3.5
3.75
3.5199
3.6
3.5002
3.5338
3.6833
3.7751
3.7877
3.8367
4.4053
4.8253
5.001
5.0757
3.1335
3.2001
3.2
3.2001
3.3323
3.6493
4.0004
2.2938
6.0585
5.004
5.0007
5.1749
3.58
3.5749
3.575
3.6747
4.1251
4.125
4.1501
4.2
4.5494
5.0001
5.2
5.5
3.0992
3.5
2.3333
3.5
3.6341
2.6258
3.5001
3.5003
3.5005
3.5001
1.8689
3.7731
4.5231
6.625
6.5003
2.1667
6.5
6.5
6.5009
6.5004
6.5012
6.5013
2.7006
4.6023
5.2246
5.1244
5
5.6333
6
6.2003
6.4458
6.5
6.5
7.5018
3.5199
3.901
5.1756
5.0501
5.1001
5.0665
5.0499
5.9001
6.1819
3.2526
6.5005
6.5001
2.5265
5.5
5.9977
5.5
5.5
5.8748
6.5
6.5001
6.8784
6.7507
5.1515
7.2589
7.3752
2.75
4.125
4.1317
4.1196
1.8333
6.25
3.8975
5.9884
6.5
3.2368
6.757
3.0992
6.5007
6
6.5052
6.25
6.0001
6.0001
6
6
6
6
6
6
7.355
7.2875
7.0002
7.0001
7.0003
7
7
7.0001
7
7
7
7
6.5005
6.5001
6.5004
6.5003
6.5002
6.25
6.2494
6.5001
6.5001
6.5
4.875
2.6
7.5018
7.5002
7.0001
7
7.0005
7
7
7
7
7.0624
7
7
5.1491
7.0001
7
7
7.0004
7
7
7
7
7.2
90
90
90
90
90
90
90
90
90
100
100
102.03
103.36
105.89
108.1
114.99
115.28
116.25
116.91
116.57
115.14
115.67
88.75
85
85
86.25
90
90
90
91.67
95
95
95
92.5
95
95
108.75
108.75
100
98.75
93.33
95
95
105
85
85
85
85
88.75
90
90
95
95
95
95
6.1996
6.625
6.75
6.125
6
6.0002
6
6.3012
6.5589
6.375
6.2003
6.0001
6.9954
7.04
7.075
7
7.0502
7.0003
7.0002
7
7
8
8.0001
8
6.5
6.5
6.5
6.5
6.5003
6.3994
7.1264
7.1002
7.02
7.1246
7.5
7.7493
7.0001
7
7
7.1249
7.2496
7.5
7.7489
7.7496
8.0625
8.5
8.5002
8.5002
7.2006
7
7
7.0226
7
7
7
7.0001
7.0001
7
7.3996
8
100
100
100
100
100
100
100
100
103.33
110
110
117.5
115.71
114.17
116.62
117.71
122.22
129.72
133.39
134.14
134.86
135
136.67
136.67
95
95
95
95
95
100
100
100
103.33
110
110
110
110
110
115
120
127.5
130
125
125
123.33
118.75
120
123.75
95
95
95
95
98.75
100
106.25
106.25
106.25
107.81
111.67
115
8
7
7
7.5
7.5
7.5
7.5
7.5
7.5
7.5
8
8
8
8
8
8
9
9
7.9
10
8
10.25
8
8
7.7
7.5
7.5
7.5
7.5
8.5
8.875
10
10
10
8.5
8.5
8.5
8.5
8.5
8.5
10
10
10
10
11
11
8
8
8
8.375
8.4
8.5
8.375
8.375
8.375
9.625
10
10
49165.1146
49024
49280
49355
49418
49484
49629
49618
50446
52225
50881
51078
120
120
120
120
120
120
120
130
130
130
130
130
137.22
137.5
137.5
137.71
144.44
147.17
156
160.53
161.97
162.58
163.14
165.03
126.67
125
125
130
146.67
145
145
145
143.33
145
145
142.5
115
115
115
115
120
124.17
126.25
128.75
130
130
130
130
7.5
7.5
9.5
11
10.6
10
10.8
11
10
11.5
10.5
10.5
9.52
10.4
11.3333
11.75
11
12
12.625
13
13
13
13
13
10
10
10
10.5
11
11
11.6
12
12
12
12.5
12.5
11
10
12
13
13
13
13
12
13
14
14
14
11
11
12
11.5
11.25
12
13
13
13.5
13.5
13.5
13
3700
3700
3600
3450
3875
3540
3500
4800
3157.8947
2763.1579
3052.6316
2875
3250
3100
3500
3600
3500
3500
3060
2825
3275
3260
2850
3080
2975
3041.6667
2946
2810
2968.8333
3100.3333
2942.9167
2860
2625
3250
3000
3000
3250
4200
4125
4200
1747.5
1950
1800
1800
1775
2040
1800
1880
1366.6667
1675
2180
2200
2200
2200
2200
2200
1950
1950
2360
2425
2350
2660
2850
3000
51520
52103
53057
53673
54141
54617
54875
55778
59539
60421
59913
60348
130
130
135
146.67
150
157.5
160
160
160
160
160
160
165.16
166.78
169.31
172.55
181.88
182.5
184.38
183.67
180.22
178.97
178.33
180
130
133.33
140
144.67
152.5
155
156.25
155
150
155
155
155
163.33
168
168
172
181
197
195.25
158
163
159
152
160
131.67
132.5
132.5
141.67
159.69
160
160
150.5
150
150
150
151.25
2424.2424
2424.2424
2424.2424
2424.2424
4545.4545
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2909.0909
3636.3636
3272.7273
3272.7273
3333.3333
3030.303
3636.3636
3151.5152
3151.5152
3151.5152
3636.3636
2727.2727
10.5
12
12
12
10.5
12
12
12
12
12
12
12
13
13
16
17
17
17
17
17
17
17
17
17
12.5
13
13
14
14
14
15
15
15
15
15
15
14
14
16
17
16
16
17
16
17
17
17
17
14
14
16
17
17
17
17
17
17
17
17
17
6175
6250
5700
5400
5400
5250
5050
5425
5400
5700
6000
6200
3325
4000
4000
4824.5614
5000
4500
5072.3684
5065.7895
5000
5000
5000
6000
2850
2500
2600
3266.6667
3586.6667
3693.5909
2900
2893
4757
5730
5699
5400
3309.375
2354
3575
3391.6667
3404.1667
7486.9167
5711.5417
6897.375
8140.25
8825.125
9090.25
9140.2
4125
4000
4000
4000
4750
5383.3333
4783.375
5200
5600
5600
5600
5640
2000
2150
2400
2500
2150
2598.7551
2491.75
2496
2583
2638
2593.75
2745.8
2500
2500
3000
3000
3000
3063
2703.25
2548.25
2473
2483.25
3419.5
3503
3275
3200
3750
4300
4000
3331.6667
3195.625
3100.5
3157.75
3115.5
3134
3557.8
60308
60259
60476
60277
60588.6925
60520.458
60626.0104
60850.3267
62664
61818
61484
61582
160
160
160
160
160
160
160
160
160
160
160
160
185.73
188.1
188.67
184.09
183.4
186.33
186.25
182.81
183.73
183.55
183.85
184
155
155
155
155
155
155
155
155
155
155
155
155
162.75
167
167
168.4
180
182.4
172
163
163
163
159.5
164.8
156.88
157.5
157.5
157.5
157.5
157.5
150
150
150
150
150
150
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
3030.303
3030.303
3030.303
3030.303
3272.7273
3272.7273
3272.7273
3272.7273
3636.3636
3030.303
3030.303
3030.303
3636.3636
12
12
12
13
13
13
13
13
13
13
13
13
17
17
17
17
17
17
17
17
17
17
17
17
14
14
15
15
15
15
15
16
16
16
16
16
17
17
18
18
18
17.75
18
18
17
17
17
18
16
16
16
17
17.5
17
17
17
17
15
16
17
6625
7000
7300
7375
7500
7700
8000
8000
8000
8000
8000
8000
6025
6000
6000
5500
5875
6000
6000
5875
5100
5250
5437.5
5500
5300
5300
5300
5300
5300
5460
5500
5500
5327
5327
5327
5710.2
9111.5
9028
9027.8
8965.25
9000
9033.4
9118
9097
9127.8
9146
9330.5
9600
6075
8000
6200
6000
6000
6000
6000
6000
6000
6000
6000
6000
2855.75
3016.25
2941.8
2930.5
2971.5
2984.6
2972.5
2917.75
2943.6
3007
3109.5
3203.2
3073.75
3344.75
2473.4
2182
2658.75
2520.4
2869
3243
3467
3318.5
3090.5
3363.2
3614.25
3532.25
3583
3347.75
3226
2904
3115.25
3184.5
3186.2
3351
3476.5
3395.6
50.22
53.26
55.2542
57.0213
55.5684
61644
61644
61601
61545
61711
61934
62522
64029
65822
64215
64189
63875
160
162.5
170
170
170
176
180
180
180.95
200
205
220
186.94
189.2
192.76
193.64
194.42
194.38
194.74
204.25
220.02
227.74
224.79
243.39
155
156.25
168
170
170
170
182.5
181.43
180.71
185
207.25
228.7
169
172.5
184.6
189.25
192.5
195
192.05
189.71
195.71
200
204.67
238.7
150
150
156
160
165
178
179.55
180
188.21
190
209.38
228.59
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
2424.2424
1.8238
1.7532
1.7411
1.733
1.7401
1.756
1.747
1.7389
1.7346
1.7247
1.7228
1.7263
13
13
13
13
13
14
14
14.75
15
15
14
14.8
17
17
18
18
18
18
19.5
20
20
20
20
20
16
16
16
16
16
16.2
17.75
18
18
18
18
18
17
18
18
18.25
19
19
19.5
19
20.2
22
22
22
17
18
18
19
19
19
19.35
19.375
19.14
19
19.875
21
1200
1225
1250
1250
1450
1500
1566.6667
1600
1600
1600
1650
1650
1650
1600
1600
1600
1600
1600
1600
1666.67
1600
1550
1550
1550
1600
2000
2750
2750
2250
2300
2350
1600
1600
1600
1600
1600
1650
1850
1850
2000
2075
2050
2050
1600
1800
1850
1850
1600
2200
2350
2350
2350
2350
2350
2350
6675
6505.75
6328.8
6328.25
6326.5
6320.4
6304
6444.4
7011.25
7011.25
7011
7011.75
5427.5
5031
5167.6
5527.25
5449
5543.6
5534.25
5562.6
6061.25
6061.25
6054.6
6105.5
5500
5500
5500
5500
5500
5800
6000
6000
6000
5750
4820
6000
5000
4983.25
5000
4750
4500
4500
4750
5000
5000
5000
5000
5000
8000
8000
8000
8000
8000
8000
8000
8000
8000
8000
8000
8000
5625
5750
6500
6500
6875
7000
6875
6500
6500
6500
6500
6125
6790
5945.5
6277.8
6659.5
6449.25
6544.8
7056.75
7436.4
7462.25
7421
7500.2
8556.75
7737.75
8195.25
9201.4
9225.5
9197.25
9306
9387.25
9419
9269.75
9654.5
9445.8
9377.25
4096
4274
4446.2
4382.75
4445.75
4513.2
4548
4476.6
4470.5
4697.5
4735.4
4621
8801.25
8694.5
8575
8481
8432
8473.2
8514.25
8556.6
8610.5
8584
8581.4
8607.75
5500
5500
5500
5500
5500
6100
7000
7000
7000
7000
6600
7000
5806
5806
5528.4
5459
5417.75
5459
5584.25
5626
5790.75
5817
5817
5817
5297
5159.25
4466.4
4745.25
5108.75
5149.8
5040.5
6165.4
6188.5
6220.5
5742
6322.75
8375.75
8200.5
8520.4
8516.75
7411.75
8205.6
7681.75
5956.8
4923.75
5722.5
9008.6
9362.25
6552.75
6590.5
6518.2
6579.75
6493.5
6305.8
6684
7000
7012.5
6960
6514.4
6219.25
9484.75
9569.5
9488.8
9575.25
9616.75
9560
9600
9560
9575
8100
9580
9400
6000
6000
6000
6000
6000
6000
6000
6000
6000
6000
6000
6000
3430.5
3482.5
3497.4
3529.5
3516
3511.0664
3466.0028
3399.4513
3387.7739
3279.9644
3345.0998
3326.1732
2809
2948.5
3002.2
3003
3000.25
3000.2
3100.75
2999.2
3105
3203.25
3928.6
3206
3008.25
3011.75
3006.8
3068.25
3173
3211.4
3202.75
3203.6
3209.5
3211.5
3209
3288.5
3350
3333.75
3429.2
3400
3240.5
3270.2
3226.5
3252.4
3183
3437
3590.4
3650.125
7060
7283.5
7227.4
7354.75
7957.75
8286.2
8183.5
8314.2
8004.5
7913.75
7372
7859.5
4125
3625
3400
4000
4250
5000
5000
5000
5100
5000
5200
6375
4001.5
3927.25
3827.6
3899.25
3778.5
3905.2
3974.25
4080.8
4474.5
4084.5
5110.2
6593.75
3210.5
3289.25
3189.8
3026.75
3165.75
3086.2
3290.5
3217.8
3278.5
3179.25
3104
3167.25
3662.75
3963
3733.2
3718.5
3812
3936.6
4078
4093.2
3941.75
3995.75
4043.4
3969.75
55.9
53.3578
53.32
53.3
54.6375
53.885
54.9583
55.1
57.2
59.2
59.9
60.4
63990
64093
64176
64394
64491
64831
65584
67939
68082
67510
67834
67929
223
230
239.5
240
247.89
250
259.52
260
260
260
260
260
240
240
250
260
275
260
260
260
260
257.92
269.21
271.98
268.75
272.11
274.49
293.17
302.22
317.6
307.59
307.86
316.3
240
242
246.6667
257
285.8333
290
291.3333
293.3333
297.3333
240
242
242.5
264
287.5
290
292
290
296
238.75
240
240
240
247.89
270
280
280
289.09
285.68
289.25
290
252.83
260
260
267.62
300
300
300
300
300
300
300
300
260
240.88
241.71
236.25
235
240.53
266.25
276.9
280
280
280
280
280
249
244.8
244.75
278.6
288.1667
290
290
290
290
252.5
256.3333
264.5833
280
278.75
272.5
281.5
284.375
286
260.625
262
280
256.25
251
261.25
285.5
296.25
300
292.6667
290
290
275
270
270
287
297.5
300
300
300
292
3636.3636
3030.303
3181.8182
3636.3636
4242.4242
3030.303
3636.3636
3030.303
6000
4242.4242
3030.303
3030.303
3030.303
3063.6364
3636.3636
3636.3636
4242.4242
4242.4242
3636.3636
3636.3636
2424.2424
3151.5152
3636.3636
3030.303
3030.303
4545.4545
3030.303
2727.2727
4848.4848
2909.0909
3030.303
1.726
1.7301
1.7337
1.8396
1.8675
1.8912
1.9024
1.9183
1.9681
1800
2075
1612.5
1500
2000
2060.1
1700
1400
1450
1400
1620
1600
1600
1566.8571
1683.5
1600
1800
1771.7143
1500
1350
1700
1600
1750
1720.75
1550
2166.6667
1975
1550
1610
1400
2266.6667
1400
1400
1525
15.5
16.375
18.2
19
19
19
19
20
20
21
20
20
20
20
20
22.25
25
22.6
25
28
28
28
28.5
30
18.5
19.625
20
20
22.25
23.2
25.5
26
26
26
26
26
21.75
21.5
21.8
22.25
23.75
23
22.88
24.6
25.75
28.13
28.8
27.125
21.375
21.8062
21.97
22.4
25.15
23.7
23.2
23.2
23.2
23.3
24.15
24.675
2900
2950
2950
2650
2900
2750
2350
2100
2100
2800
2850
2900
2850
2850
2900
2300
2200
2200
2750
2650
2700
2750
2650
2700
2300
2150
2150
3000
3200
3200
2950
3000
3000
2800
2250
2250
2767
2767
2767
2800
2800
2800
2800
2800
